07/11/2016,15:48,vo,07/11/2016,16:43,Piotr,private
12/11/2016,13:04,vo,12/11/2016,13:04,dennis,private
14/11/2016,21:36,vo,14/11/2016,21:36,Piotr,private
15/11/2016,23:39,vo,15/11/2016,23:43,Piotr,private
15/11/2016,23:45,vo,15/11/2016,23:45,dennis,private
15/11/2016,23:51,vo,15/11/2016,23:52,dennis,private
18/11/2016,17:24,vo,18/11/2016,17:24,dennis,private
19/11/2016,18:15,vo,19/11/2016,18:15,dennis,private
25/11/2016,11:24,vo,25/11/2016,11:25,Piotr,private
01/12/2016,22:13,vo,01/12/2016,22:31,Piotr,private
04/12/2016,23:13,vo,04/12/2016,23:27,Piotr,private
04/12/2016,23:28,vo,04/12/2016,23:28,dennis,private
08/12/2016,10:17,vo,08/12/2016,10:18,dennis,private
08/12/2016,14:04,vo,08/12/2016,14:06,Piotr,private
24/12/2016,21:35,vo,24/12/2016,21:41,Piotr,private
25/12/2016,16:09,vo,25/12/2016,16:09,Piotr,private
25/12/2016,16:15,vo,25/12/2016,16:15,dennis,private
16/01/2017,18:57,vo,16/01/2017,18:57,dennis,private
17/01/2017,21:07,vo,17/01/2017,21:08,Piotr,private
22/01/2017,20:29,vo,22/01/2017,20:29,dennis,private
22/01/2017,20:31,vo,22/01/2017,20:41,Piotr,private
22/01/2017,20:44,vo,22/01/2017,20:48,dennis,private
11/02/2017,17:26,vo,11/02/2017,17:26,Piotr,private
28/02/2017,11:00,vo,28/02/2017,11:00,Piotr,private
28/02/2017,12:43,vo,28/02/2017,12:43,dennis,private
28/02/2017,12:55,vo,28/02/2017,12:57,Piotr,private
28/02/2017,15:01,vo,28/02/2017,15:01,dennis,private
27/03/2017,13:31,vo,27/03/2017,13:41,Piotr,private
12/04/2017,21:22,vo,12/04/2017,21:22,dennis,private
02/06/2017,13:02,vo,02/06/2017,13:02,dennis,private
02/06/2017,13:09,vo,02/06/2017,13:19,Piotr,private
20/06/2017,00:25,vo,20/06/2017,00:25,Piotr,private
20/06/2017,13:47,vo,20/06/2017,13:48,dennis,private
27/06/2017,22:50,vo,27/06/2017,22:50,dennis,private
30/06/2017,15:47,vo,30/06/2017,15:47,dennis,private
06/07/2017,12:44,vo,06/07/2017,12:44,Piotr,private
07/07/2017,18:19,vo,07/07/2017,18:19,Piotr,private
07/07/2017,18:19,vo,07/07/2017,18:19,dennis,private
